"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20250524","우이신설선","4.19민주묘지","3109","2596","20250527"
"20250524","경원선","가능","5688","5560","20250527"
"20250524","8호선","가락시장","6735","6954","20250527"
"20250524","3호선","가락시장","7474","6990","20250527"
"20250524","경부선","가산디지털단지","7634","9413","20250527"
"20250524","7호선","가산디지털단지","16339","14904","20250527"
"20250524","9호선","가양","17061","16461","20250527"
"20250524","우이신설선","가오리","3650","3449","20250527"
"20250524","경의선","가좌","4981","4736","20250527"
"20250524","분당선","가천대","7183","7005","20250527"
"20250524","경춘선","가평","3052","3408","20250527"
"20250524","경인선","간석","5104","4681","20250527"
"20250524","경춘선","갈매","2101","1822","20250527"
"20250524","2호선","강남","64393","63413","20250527"
"20250524","7호선","강남구청","11567","12736","20250527"
"20250524","분당선","강남구청","6114","7418","20250527"
"20250524","5호선","강동","15397","14821","20250527"
"20250524","8호선","강동구청","7522","7432","20250527"
"20250524","경의선","강매","2480","2138","20250527"
"20250524","2호선","강변(동서울터미널)","28750","27259","20250527"
"20250524","5호선","강일","5100","4473","20250527"
"20250524","경춘선","강촌","926","861","20250527"
"20250524","5호선","개롱","5108","5295","20250527"
"20250524","경인선","개봉","19610","18893","20250527"
"20250524","분당선","개포동","3587","3475","20250527"
"20250524","9호선","개화","1703","1449","20250527"
"20250524","5호선","개화산","4749","4505","20250527"
"20250524","5호선","거여","7765","7334","20250527"
"20250524","2호선","건대입구","40323","42068","20250527"
"20250524","7호선","건대입구","13234","14491","20250527"
"20250524","공항철도 1호선","검암","5303","5356","20250527"
"20250524","경강선","경기광주","6335","5947","20250527"
"20250524","과천선","경마공원","12324","12299","20250527"
"20250524","3호선","경복궁(정부서울청사)","29457","33466","20250527"
"20250524","3호선","경찰병원","4929","4746","20250527"
"20250524","공항철도 1호선","계양","10928","9926","20250527"
"20250524","5호선","고덕","8470","8003","20250527"
"20250524","6호선","고려대(종암)","7226","7948","20250527"
"20250524","수인선","고색","3542","3464","20250527"
"20250524","7호선","고속터미널","19801","14520","20250527"
"20250524","9호선","고속터미널","20309","28394","20250527"
"20250524","3호선","고속터미널","65948","62940","20250527"
"20250524","안산선","고잔","7586","7414","20250527"
"20250524","경의선","곡산","542","552","20250527"
"20250524","경강선","곤지암","2280","2325","20250527"
"20250524","6호선","공덕","13487","13019","20250527"
"20250524","경의선","공덕","3765","2545","20250527"
"20250524","공항철도 1호선","공덕","2623","3800","20250527"
"20250524","5호선","공덕","9768","9856","20250527"
"20250524","7호선","공릉(서울과학기술대)","11218","10492","20250527"
"20250524","9호선","공항시장","2442","2505","20250527"
"20250524","공항철도 1호선","공항화물청사","1196","3848","20250527"
"20250524","과천선","과천","5460","4970","20250527"
"20250524","경부선","관악","6663","6297","20250527"
"20250524","신림선","관악산(서울대)","3565","3703","20250527"
"20250524","5호선","광나루(장신대)","11702","11394","20250527"
"20250524","경부선","광명","3869","3173","20250527"
"20250524","7호선","광명사거리","19258","19060","20250527"
"20250524","경원선","광운대","7648","7126","20250527"
"20250524","5호선","광화문(세종문화회관)","22295","23375","20250527"
"20250524","6호선","광흥창(서강)","6908","6100","20250527"
"20250524","3호선","교대(법원.검찰청)","12056","5896","20250527"
"20250524","2호선","교대(법원.검찰청)","19493","24543","20250527"
"20250524","경부선","구로","15558","15050","20250527"
"20250524","2호선","구로디지털단지","41299","40255","20250527"
"20250524","분당선","구룡","2811","2559","20250527"
"20250524","중앙선","구리","7791","7964","20250527"
"20250524","9호선","구반포","1682","1509","20250527"
"20250524","6호선","구산","7086","5237","20250527"
"20250524","분당선","구성","5508","5702","20250527"
"20250524","2호선","구의(광진구청)","22078","20801","20250527"
"20250524","경인선","구일","8510","8447","20250527"
"20250524","3호선","구파발","18900","18861","20250527"
"20250524","중앙선","국수","689","677","20250527"
"20250524","9호선","국회의사당","8246","8539","20250527"
"20250524","7호선","군자(능동)","13150","9723","20250527"
"20250524","5호선","군자(능동)","10914","12295","20250527"
"20250524","경부선","군포","4663","4305","20250527"
"20250524","경춘선","굴봉산","207","196","20250527"
"20250524","5호선","굽은다리(강동구민회관앞)","8722","8193","20250527"
"20250524","경춘선","금곡","1410","1265","20250527"
"20250524","경의선","금릉","4515","4351","20250527"
"20250524","경부선","금정","23290","23388","20250527"
"20250524","경부선","금천구청","8962","8860","20250527"
"20250524","경의선","금촌","6524","6157","20250527"
"20250524","3호선","금호","7010","6437","20250527"
"20250524","분당선","기흥","8186","7409","20250527"
"20250524","5호선","길동","7848","7930","20250527"
"20250524","4호선","길음","17947","17056","20250527"
"20250524","경춘선","김유정","560","761","20250527"
"20250524","서해선","김포공항","2956","4384","20250527"
"20250524","5호선","김포공항","11680","7416","20250527"
"20250524","9호선","김포공항","6039","10359","20250527"
"20250524","공항철도 1호선","김포공항","8263","4711","20250527"
"20250524","5호선","까치산","23837","21974","20250527"
"20250524","2호선","낙성대(강감찬)","25195","22840","20250527"
"20250524","7호선","남구로","9600","9916","20250527"
"20250524","수인선","남동인더스파크","1100","1051","20250527"
"20250524","3호선","남부터미널(예술의전당)","25801","25108","20250527"
"20250524","7호선","남성","8905","8277","20250527"
"20250524","경부선","남영","7234","7615","20250527"
"20250524","8호선","남위례","5942","5971","20250527"
"20250524","경춘선","남춘천","3905","4359","20250527"
"20250524","4호선","남태령","1379","841","20250527"
"20250524","8호선","남한산성입구(성남법원.검찰청)","10141","8822","20250527"
"20250524","7호선","내방","9664","9343","20250527"
"20250524","9호선","노들","5922","5649","20250527"
"20250524","9호선","노량진","24746","24336","20250527"
"20250524","경부선","노량진","10222","9201","20250527"
"20250524","4호선","노원","19677","21730","20250527"
"20250524","7호선","노원","18512","19335","20250527"
"20250524","3호선","녹번","12064","10580","20250527"
"20250524","6호선","녹사평(용산구청)","6565","7792","20250527"
"20250524","경원선","녹양","4003","3686","20250527"
"20250524","경원선","녹천","3497","2906","20250527"
"20250524","7호선","논현","12654","13892","20250527"
"20250524","경의선","능곡","4191","4223","20250527"
"20250524","8호선","단대오거리","9624","8879","20250527"
"20250524","수인선","달월","61","64","20250527"
"20250524","5호선","답십리","12419","10897","20250527"
"20250524","신림선","당곡","4636","3900","20250527"
"20250524","9호선","당산","16528","15517","20250527"
"20250524","2호선","당산","16236","17523","20250527"
"20250524","경부선","당정","4711","4419","20250527"
"20250524","일산선","대곡","10154","10194","20250527"
"20250524","과천선","대공원","10297","10917","20250527"
"20250524","2호선","대림(구로구청)","21707","22553","20250527"
"20250524","7호선","대림(구로구청)","8808","9298","20250527"
"20250524","분당선","대모산입구","4616","4379","20250527"
"20250524","경부선","대방","7419","8541","20250527"
"20250524","신림선","대방","3538","2340","20250527"
"20250524","경춘선","대성리","2651","3242","20250527"
"20250524","안산선","대야미","4582","3940","20250527"
"20250524","3호선","대청","7897","7349","20250527"
"20250524","3호선","대치","12497","11065","20250527"
"20250524","일산선","대화","11546","10162","20250527"
"20250524","6호선","대흥(서강대앞)","7646","7720","20250527"
"20250524","경원선","덕계","5459","4980","20250527"
"20250524","중앙선","덕소","5196","5252","20250527"
"20250524","경원선","덕정","5561","5068","20250527"
"20250524","3호선","도곡","4640","4555","20250527"
"20250524","분당선","도곡","5853","5256","20250527"
"20250524","중앙선","도농","7900","7460","20250527"
"20250524","2호선","도림천","969","1027","20250527"
"20250524","경원선","도봉","5094","4634","20250527"
"20250524","경원선","도봉산","9482","6569","20250527"
"20250524","7호선","도봉산","7407","9759","20250527"
"20250524","중앙선","도심","2058","1643","20250527"
"20250524","경인선","도원","2742","2734","20250527"
"20250524","경인선","도화","3547","3245","20250527"
"20250524","3호선","독립문","7939","8906","20250527"
"20250524","6호선","독바위","2516","2586","20250527"
"20250524","경부선","독산","10711","10076","20250527"
"20250524","6호선","돌곶이","8702","7705","20250527"
"20250524","4호선","동대문","17215","18076","20250527"
"20250524","1호선","동대문","12951","13070","20250527"
"20250524","5호선","동대문역사문화공원(DDP)","1729","2212","20250527"
"20250524","4호선","동대문역사문화공원(DDP)","21245","18031","20250527"
"20250524","2호선","동대문역사문화공원(DDP)","17516","20426","20250527"
"20250524","3호선","동대입구","12073","13794","20250527"
"20250524","경원선","동두천","1604","1588","20250527"
"20250524","경원선","동두천중앙","2810","2717","20250527"
"20250524","6호선","동묘앞","10637","10268","20250527"
"20250524","1호선","동묘앞","14089","15049","20250527"
"20250524","경인선","동암","14255","14311","20250527"
"20250524","경인선","동인천","13255","12932","20250527"
"20250524","9호선","동작(현충원)","2201","2121","20250527"
"20250524","4호선","동작(현충원)","2431","2463","20250527"
"20250524","경부선","두정","8130","7824","20250527"
"20250524","5호선","둔촌동","10438","10134","20250527"
"20250524","9호선2~3단계","둔촌오륜","3390","3296","20250527"
"20250524","9호선","등촌","8928","8317","20250527"
"20250524","6호선","디지털미디어시티","10436","10051","20250527"
"20250524","공항철도 1호선","디지털미디어시티","8960","7986","20250527"
"20250524","경의선","디지털미디어시티","2537","2298","20250527"
"20250524","2호선","뚝섬","21365","20603","20250527"
"20250524","5호선","마곡","9362","9421","20250527"
"20250524","공항철도 1호선","마곡나루(서울식물원)","6161","6888","20250527"
"20250524","9호선","마곡나루(서울식물원)","11579","11472","20250527"
"20250524","일산선","마두","6286","6212","20250527"
"20250524","7호선","마들","11060","10102","20250527"
"20250524","경춘선","마석","3913","3861","20250527"
"20250524","5호선","마장","4659","4280","20250527"
"20250524","5호선","마천","5474","5307","20250527"
"20250524","5호선","마포","9652","9504","20250527"
"20250524","6호선","마포구청","13442","11209","20250527"
"20250524","중앙선","망우","7350","7121","20250527"
"20250524","6호선","망원","18259","19621","20250527"
"20250524","경원선","망월사","7030","6897","20250527"
"20250524","분당선","망포","10883","10052","20250527"
"20250524","분당선","매교","3923","3933","20250527"
"20250524","3호선","매봉","7423","7271","20250527"
"20250524","분당선","매탄권선","4458","3999","20250527"
"20250524","7호선","먹골","10790","9729","20250527"
"20250524","7호선","면목","12476","11494","20250527"
"20250524","4호선","명동","35519","39391","20250527"
"20250524","5호선","명일","6988","6641","20250527"
"20250524","경부선","명학","5501","5010","20250527"
"20250524","분당선","모란","24729","26015","20250527"
"20250524","8호선","모란","7090","5896","20250527"
"20250524","5호선","목동","13094","13105","20250527"
"20250524","8호선","몽촌토성(평화의문)","6788","6614","20250527"
"20250524","3호선","무악재","3553","3529","20250527"
"20250524","2호선","문래","16515","18234","20250527"
"20250524","경의선","문산","6541","5964","20250527"
"20250524","8호선","문정","11379","11321","20250527"
"20250524","분당선","미금","11758","12071","20250527"
"20250524","5호선","미사","17665","17833","20250527"
"20250524","4호선","미아(서울사이버대학)","13492","12306","20250527"
"20250524","4호선","미아사거리","23822","22994","20250527"
"20250524","안산선","반월","4001","3747","20250527"
"20250524","7호선","반포","5797","5545","20250527"
"20250524","5호선","발산","17842","19148","20250527"
"20250524","2호선","방배","11825","11788","20250527"
"20250524","5호선","방이","6701","6518","20250527"
"20250524","경원선","방학","9160","8693","20250527"
"20250524","5호선","방화","5859","5536","20250527"
"20250524","장항선","배방","1448","1317","20250527"
"20250524","경의선","백마","5858","5609","20250527"
"20250524","일산선","백석","9799","10213","20250527"
"20250524","경춘선","백양리","127","136","20250527"
"20250524","경인선","백운","6135","5915","20250527"
"20250524","6호선","버티고개","1737","1973","20250527"
"20250524","과천선","범계","26833","25974","20250527"
"20250524","경춘선","별내","2288","1934","20250527"
"20250524","경부선","병점","14624","14446","20250527"
"20250524","7호선","보라매","7403","7904","20250527"
"20250524","신림선","보라매","4191","3767","20250527"
"20250524","신림선","보라매공원","4919","6719","20250527"
"20250524","신림선","보라매병원","7130","6396","20250527"
"20250524","우이신설선","보문","1581","1638","20250527"
"20250524","6호선","보문","7185","6576","20250527"
"20250524","경원선","보산","1726","1712","20250527"
"20250524","분당선","보정","1893","1748","20250527"
"20250524","분당선","복정","3","0","20250527"
"20250524","8호선","복정","7421","5992","20250527"
"20250524","장항선","봉명","1087","1041","20250527"
"20250524","9호선2~3단계","봉은사","16233","17436","20250527"
"20250524","2호선","봉천","20408","18742","20250527"
"20250524","6호선","봉화산(서울의료원)","6606","6312","20250527"
"20250524","경인선","부개","7520","6884","20250527"
"20250524","경강선","부발","2539","2413","20250527"
"20250524","경인선","부천","33394","34155","20250527"
"20250524","서해선","부천종합운동장","2185","1962","20250527"
"20250524","경인선","부평","31760","35167","20250527"
"20250524","우이신설선","북한산보국문","5835","4855","20250527"
"20250524","우이신설선","북한산우이","3866","3904","20250527"
"20250524","6호선","불광","4920","4091","20250527"
"20250524","3호선","불광","15550","17015","20250527"
"20250524","4호선","불암산","8526","7830","20250527"
"20250524","7호선","사가정","14019","13424","20250527"
"20250524","2호선","사당","42232","46499","20250527"
"20250524","4호선","사당","26218","24301","20250527"
"20250524","경춘선","사릉","1815","1709","20250527"
"20250524","수인선","사리","4413","3687","20250527"
"20250524","9호선","사평","3443","3195","20250527"
"20250524","안산선","산본","15017","15762","20250527"
"20250524","8호선","산성","5194","5338","20250527"
"20250524","6호선","삼각지(전쟁기념관)","9218","8269","20250527"
"20250524","4호선","삼각지(전쟁기념관)","6637","9051","20250527"
"20250524","경강선","삼동","1798","1662","20250527"
"20250524","2호선","삼성(무역센터)","35178","34628","20250527"
"20250524","9호선2~3단계","삼성중앙","4093","3909","20250527"
"20250524","일산선","삼송","16658","15840","20250527"
"20250524","우이신설선","삼양","2079","2157","20250527"
"20250524","우이신설선","삼양사거리","2423","2257","20250527"
"20250524","9호선2~3단계","삼전","6549","6016","20250527"
"20250524","분당선","상갈","4236","4295","20250527"
"20250524","4호선","상계","17255","15849","20250527"
"20250524","7호선","상도","10670","9649","20250527"
"20250524","안산선","상록수","13235","13436","20250527"
"20250524","7호선","상봉","16585","16011","20250527"
"20250524","중앙선","상봉","5761","5651","20250527"
"20250524","6호선","상수","11215","12811","20250527"
"20250524","2호선","상왕십리","11518","10914","20250527"
"20250524","6호선","상월곡(한국과학기술연구원)","5016","4302","20250527"
"20250524","5호선","상일동","10789","10294","20250527"
"20250524","경춘선","상천","366","535","20250527"
"20250524","6호선","새절(신사)","10285","9632","20250527"
"20250524","신림선","샛강","1399","1945","20250527"
"20250524","9호선","샛강","3912","3538","20250527"
"20250524","경의선","서강대","2123","2032","20250527"
"20250524","5호선","서대문","10167","9711","20250527"
"20250524","경부선","서동탄","1192","1186","20250527"
"20250524","경원선","서빙고","2096","2084","20250527"
"20250524","신림선","서울대벤처타운","9688","8034","20250527"
"20250524","2호선","서울대입구(관악구청)","41674","39109","20250527"
"20250524","분당선","서울숲","12603","13794","20250527"
"20250524","공항철도 1호선","서울역","14959","13893","20250527"
"20250524","경의선","서울역","1406","1641","20250527"
"20250524","4호선","서울역","8285","22371","20250527"
"20250524","1호선","서울역","73741","67781","20250527"
"20250524","경부선","서울역","12321","5322","20250527"
"20250524","신림선","서울지방병무청","2582","2750","20250527"
"20250524","신림선","서원","3139","2574","20250527"
"20250524","경부선","서정리","8741","7782","20250527"
"20250524","2호선","서초","15664","14951","20250527"
"20250524","분당선","서현","20191","20239","20250527"
"20250524","6호선","석계","10937","10438","20250527"
"20250524","경원선","석계","7132","7511","20250527"
"20250524","경부선","석수","7053","6293","20250527"
"20250524","8호선","석촌","7818","9535","20250527"
"20250524","9호선2~3단계","석촌","9161","7801","20250527"
"20250524","9호선2~3단계","석촌고분","5959","5638","20250527"
"20250524","분당선","선릉","6237","9962","20250527"
"20250524","2호선","선릉","31641","27675","20250527"
"20250524","과천선","선바위","6338","5165","20250527"
"20250524","9호선","선유도","5237","4875","20250527"
"20250524","9호선2~3단계","선정릉","6225","6850","20250527"
"20250524","분당선","선정릉","3913","3775","20250527"
"20250524","경부선","성균관대","13462","13032","20250527"
"20250524","경강선","성남","901","852","20250527"
"20250524","2호선","성수","44328","49090","20250527"
"20250524","우이신설선","성신여대입구(돈암)","3549","3957","20250527"
"20250524","4호선","성신여대입구(돈암)","20423","19639","20250527"
"20250524","경부선","성환","4006","3641","20250527"
"20250524","경부선","세류","3275","3252","20250527"
"20250524","경부선","세마","3000","2706","20250527"
"20250524","경강선","세종대왕릉","441","481","20250527"
"20250524","수인선","소래포구","5907","5953","20250527"
"20250524","경인선","소사","7732","7098","20250527"
"20250524","경원선","소요산","2813","2832","20250527"
"20250524","우이신설선","솔밭공원","2407","2197","20250527"
"20250524","우이신설선","솔샘","4791","4165","20250527"
"20250524","경인선","송내","21311","20586","20250527"
"20250524","수인선","송도","2399","2175","20250527"
"20250524","5호선","송정","5580","5204","20250527"
"20250524","경부선","송탄","5325","4769","20250527"
"20250524","8호선","송파","7544","7174","20250527"
"20250524","9호선2~3단계","송파나루","5220","5609","20250527"
"20250524","분당선","수내","9702","9128","20250527"
"20250524","7호선","수락산","11642","10979","20250527"
"20250524","안산선","수리산","3371","2891","20250527"
"20250524","경의선","수색","2368","2231","20250527"
"20250524","분당선","수서","15579","16398","20250527"
"20250524","3호선","수서","16727","16223","20250527"
"20250524","분당선","수원","8212","7945","20250527"
"20250524","경부선","수원","46616","50138","20250527"
"20250524","분당선","수원시청","13054","14322","20250527"
"20250524","4호선","수유(강북구청)","30787","29736","20250527"
"20250524","8호선","수진","5006","4475","20250527"
"20250524","4호선","숙대입구(갈월)","13059","12931","20250527"
"20250524","7호선","숭실대입구(살피재)","11868","11056","20250527"
"20250524","수인선","숭의","3454","3206","20250527"
"20250524","2호선","시청","16157","14201","20250527"
"20250524","1호선","시청","19675","20555","20250527"
"20250524","분당선","신갈","3369","3313","20250527"
"20250524","5호선","신금호","4962","5232","20250527"
"20250524","경부선","신길","6683","5990","20250527"
"20250524","5호선","신길","4172","4117","20250527"
"20250524","안산선","신길온천","2055","1904","20250527"
"20250524","경춘선","신내","2175","1987","20250527"
"20250524","6호선","신내","4","0","20250527"
"20250524","9호선","신논현","30407","30597","20250527"
"20250524","2호선","신답","1203","1234","20250527"
"20250524","6호선","신당","7242","6849","20250527"
"20250524","2호선","신당","14077","14819","20250527"
"20250524","2호선","신대방","25259","23424","20250527"
"20250524","7호선","신대방삼거리","12395","11324","20250527"
"20250524","2호선","신도림","50466","49826","20250527"
"20250524","경부선","신도림","3609","4268","20250527"
"20250524","경강선","신둔도예촌","1546","1458","20250527"
"20250524","신림선","신림","2179","2570","20250527"
"20250524","2호선","신림","51928","49456","20250527"
"20250524","9호선","신목동","3069","2597","20250527"
"20250524","9호선","신반포","4846","4893","20250527"
"20250524","9호선","신방화","5558","5042","20250527"
"20250524","3호선","신사","25336","26564","20250527"
"20250524","우이신설선","신설동","1927","1790","20250527"
"20250524","2호선","신설동","4017","3830","20250527"
"20250524","1호선","신설동","11977","11227","20250527"
"20250524","4호선","신용산","18661","20907","20250527"
"20250524","중앙선","신원","293","287","20250527"
"20250524","경원선","신이문","7170","6413","20250527"
"20250524","5호선","신정(은행정)","10621","8822","20250527"
"20250524","2호선","신정네거리","8748","8612","20250527"
"20250524","장항선","신창(순천향대)","1803","1460","20250527"
"20250524","2호선","신촌","41041","44207","20250527"
"20250524","경의선","신촌","402","478","20250527"
"20250524","수인선","신포","1902","1918","20250527"
"20250524","7호선","신풍","9792","9216","20250527"
"20250524","8호선","신흥","4733","4838","20250527"
"20250524","4호선","쌍문","25137","22465","20250527"
"20250524","장항선","쌍용(나사렛대)","2507","2297","20250527"
"20250524","장항선","아산","4520","4083","20250527"
"20250524","중앙선","아신","523","567","20250527"
"20250524","5호선","아차산(어린이대공원후문)","15153","14780","20250527"
"20250524","2호선","아현","9253","8397","20250527"
"20250524","3호선","안국","28265","30814","20250527"
"20250524","안산선","안산","11245","12258","20250527"
"20250524","6호선","안암(고대병원앞)","10930","13189","20250527"
"20250524","경부선","안양","21096","20447","20250527"
"20250524","8호선","암사","13197","12057","20250527"
"20250524","8호선","암사역사공원","5028","4436","20250527"
"20250524","3호선","압구정","28485","30287","20250527"
"20250524","분당선","압구정로데오","19824","22481","20250527"
"20250524","5호선","애오개","4641","4463","20250527"
"20250524","경의선","야당","7678","7910","20250527"
"20250524","수인선","야목","529","440","20250527"
"20250524","분당선","야탑","20852","21605","20250527"
"20250524","3호선","약수","11392","11262","20250527"
"20250524","6호선","약수","3539","3406","20250527"
"20250524","중앙선","양수","2321","2493","20250527"
"20250524","중앙선","양원","2434","2338","20250527"
"20250524","3호선","양재(서초구청)","25468","27089","20250527"
"20250524","중앙선","양정","522","465","20250527"
"20250524","경원선","양주","7237","6807","20250527"
"20250524","2호선","양천구청","5954","5615","20250527"
"20250524","9호선","양천향교","6981","6613","20250527"
"20250524","5호선","양평","4928","4421","20250527"
"20250524","중앙선","양평","3444","3720","20250527"
"20250524","7호선","어린이대공원(세종대)","14788","14588","20250527"
"20250524","수인선","어천","1520","1424","20250527"
"20250524","9호선2~3단계","언주","7418","7197","20250527"
"20250524","5호선","여의나루","14539","16808","20250527"
"20250524","5호선","여의도","14664","15939","20250527"
"20250524","9호선","여의도","16743","15984","20250527"
"20250524","경강선","여주","3633","4181","20250527"
"20250524","경인선","역곡","22457","21855","20250527"
"20250524","2호선","역삼","21049","23310","20250527"
"20250524","6호선","역촌","3147","3622","20250527"
"20250524","수인선","연수","4851","4873","20250527"
"20250524","6호선","연신내","6","0","20250527"
"20250524","3호선","연신내","34774","32583","20250527"
"20250524","경원선","연천","1420","1328","20250527"
"20250524","9호선","염창","14485","12984","20250527"
"20250524","경부선","영등포","46571","48521","20250527"
"20250524","2호선","영등포구청","16027","16898","20250527"
"20250524","5호선","영등포구청","3218","3070","20250527"
"20250524","5호선","영등포시장","10744","11002","20250527"
"20250524","공항철도 1호선","영종","4445","4606","20250527"
"20250524","분당선","영통","8509","7995","20250527"
"20250524","5호선","오금","2572","2492","20250527"
"20250524","3호선","오금","4570","4215","20250527"
"20250524","경인선","오류동","10571","9462","20250527"
"20250524","분당선","오리","8413","7048","20250527"
"20250524","5호선","오목교(목동운동장앞)","18530","18457","20250527"
"20250524","수인선","오목천","3564","2760","20250527"
"20250524","중앙선","오빈","339","377","20250527"
"20250524","경부선","오산","10930","10277","20250527"
"20250524","경부선","오산대","3879","3613","20250527"
"20250524","안산선","오이도","7780","8073","20250527"
"20250524","경원선","옥수","70","46","20250527"
"20250524","3호선","옥수","8361","8472","20250527"
"20250524","7호선","온수(성공회대입구)","6417","6409","20250527"
"20250524","경인선","온수(성공회대입구)","5561","5003","20250527"
"20250524","장항선","온양온천","6724","6787","20250527"
"20250524","5호선","올림픽공원(한국체대)","6558","6799","20250527"
"20250524","9호선2~3단계","올림픽공원(한국체대)","15806","15813","20250527"
"20250524","2호선","왕십리(성동구청)","15460","14346","20250527"
"20250524","5호선","왕십리(성동구청)","3916","4934","20250527"
"20250524","경원선","왕십리(성동구청)","16738","16321","20250527"
"20250524","경원선","외대앞","9484","8891","20250527"
"20250524","2호선","용답","2632","2353","20250527"
"20250524","2호선","용두(동대문구청)","2201","2024","20250527"
"20250524","7호선","용마산(용마폭포공원)","4840","5100","20250527"
"20250524","중앙선","용문","2406","2711","20250527"
"20250524","경부선","용산","50262","53577","20250527"
"20250524","5호선","우장산","11967","11729","20250527"
"20250524","중앙선","운길산","1142","1113","20250527"
"20250524","공항철도 1호선","운서","10149","11555","20250527"
"20250524","경의선","운정","5916","5339","20250527"
"20250524","경의선","운천","19","7","20250527"
"20250524","일산선","원당","10453","9830","20250527"
"20250524","중앙선","원덕","459","475","20250527"
"20250524","수인선","원인재","4405","4485","20250527"
"20250524","서해선","원종","4934","4692","20250527"
"20250524","일산선","원흥","9418","8653","20250527"
"20250524","경원선","월계","5661","4940","20250527"
"20250524","6호선","월곡(동덕여대)","9136","8540","20250527"
"20250524","수인선","월곶","2684","2477","20250527"
"20250524","6호선","월드컵경기장(성산)","20648","23648","20250527"
"20250524","경의선","월롱","1359","1235","20250527"
"20250524","3호선","을지로3가","8858","9157","20250527"
"20250524","2호선","을지로3가","17559","17626","20250527"
"20250524","5호선","을지로4가","4511","4967","20250527"
"20250524","2호선","을지로4가","11808","11763","20250527"
"20250524","2호선","을지로입구","36367","37527","20250527"
"20250524","경원선","응봉","1952","1859","20250527"
"20250524","6호선","응암","14802","14518","20250527"
"20250524","경부선","의왕","6653","6436","20250527"
"20250524","경원선","의정부","19965","20882","20250527"
"20250524","2호선","이대","14990","15677","20250527"
"20250524","분당선","이매","4617","4552","20250527"
"20250524","경강선","이매","879","719","20250527"
"20250524","7호선","이수","15311","14202","20250527"
"20250524","경강선","이천","3462","3540","20250527"
"20250524","4호선","이촌(국립중앙박물관)","10804","11500","20250527"
"20250524","경원선","이촌(국립중앙박물관)","3872","2790","20250527"
"20250524","6호선","이태원","14934","20222","20250527"
"20250524","과천선","인덕원","19943","19525","20250527"
"20250524","경인선","인천","5821","5146","20250527"
"20250524","수인선","인천","1380","2371","20250527"
"20250524","공항철도 1호선","인천공항1터미널","16216","13570","20250527"
"20250524","공항철도 1호선","인천공항2터미널","10103","6433","20250527"
"20250524","수인선","인천논현","4997","5258","20250527"
"20250524","수인선","인하대","5722","5334","20250527"
"20250524","경의선","일산","9090","8558","20250527"
"20250524","3호선","일원","6884","6500","20250527"
"20250524","경의선","임진강","56","72","20250527"
"20250524","7호선","자양(뚝섬한강공원)","12399","12118","20250527"
"20250524","2호선","잠실(송파구청)","81374","78738","20250527"
"20250524","8호선","잠실(송파구청)","18775","21907","20250527"
"20250524","2호선","잠실나루","9512","9214","20250527"
"20250524","2호선","잠실새내","21781","22084","20250527"
"20250524","3호선","잠원","4382","4022","20250527"
"20250524","7호선","장승배기","7607","7045","20250527"
"20250524","7호선","장암","2500","1850","20250527"
"20250524","8호선","장지","13855","12453","20250527"
"20250524","5호선","장한평","14756","13877","20250527"
"20250524","경원선","전곡","1811","1588","20250527"
"20250524","우이신설선","정릉","4427","3633","20250527"
"20250524","일산선","정발산","7157","7424","20250527"
"20250524","과천선","정부과천청사","8464","8187","20250527"
"20250524","안산선","정왕","8344","8223","20250527"
"20250524","분당선","정자","12221","12272","20250527"
"20250524","1호선","제기동","16682","17021","20250527"
"20250524","경인선","제물포","8658","8109","20250527"
"20250524","1호선","종각","26545","24967","20250527"
"20250524","5호선","종로3가","20276","21663","20250527"
"20250524","1호선","종로3가","28791","27253","20250527"
"20250524","3호선","종로3가","10471","14340","20250527"
"20250524","1호선","종로5가","22938","22648","20250527"
"20250524","9호선2~3단계","종합운동장","4643","4468","20250527"
"20250524","2호선","종합운동장","20747","22900","20250527"
"20250524","경인선","주안","18077","15533","20250527"
"20250524","일산선","주엽","8256","7845","20250527"
"20250524","분당선","죽전","11429","12754","20250527"
"20250524","7호선","중계","11264","9907","20250527"
"20250524","7호선","중곡","8068","7708","20250527"
"20250524","경인선","중동","8089","7601","20250527"
"20250524","중앙선","중랑","5679","5224","20250527"
"20250524","안산선","중앙","19477","20369","20250527"
"20250524","9호선2~3단계","중앙보훈병원","7396","7017","20250527"
"20250524","7호선","중화","10664","9621","20250527"
"20250524","9호선","증미","4104","3806","20250527"
"20250524","6호선","증산(명지대앞)","8440","8090","20250527"
"20250524","3호선","지축","6350","6061","20250527"
"20250524","일산선","지축","2","0","20250527"
"20250524","중앙선","지평","42","76","20250527"
"20250524","경원선","지행","6751","6492","20250527"
"20250524","경부선","직산","981","971","20250527"
"20250524","경부선","진위","1161","1094","20250527"
"20250524","경원선","창동","9","0","20250527"
"20250524","4호선","창동","24649","25765","20250527"
"20250524","6호선","창신","2635","2160","20250527"
"20250524","경춘선","천마산","1507","1432","20250527"
"20250524","경부선","천안","8357","8618","20250527"
"20250524","7호선","천왕","8324","7748","20250527"
"20250524","5호선","천호(풍납토성)","21330","20074","20250527"
"20250524","8호선","천호(풍납토성)","16404","19203","20250527"
"20250524","7호선","철산","17547","17472","20250527"
"20250524","5호선","청구","2755","2670","20250527"
"20250524","6호선","청구","3086","2756","20250527"
"20250524","7호선","청담","12179","12675","20250527"
